country,year,iso_code,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
China,2019,CHN,1421864064.0,826.876,0.582,10721.042,367.108,3.546,11471.032,420.584,3.806,8.068,0.285,7.54,0.267,7523.17,5.291,9932.761,6.986,13929.613,226972.219,286297.844,171491.719,143.668,5700.265,64003.848,31150.477,28277.445,3.839,0.003,630.171,0.443,8.955,8.499,749.99,0.527,1163.53,0.818,536.88,0.378,1559.728,1.097,40206.684,51.175,28.944,27.55,51.233,33.394,13.641,11.693,22.135,0.79,2.39,8.111,5.356,0.882,8.268,16.313,12.601,11.865,0.059,0.118,0.185,0.009,12085.05,12732.25,-788.281,-7.353
China,2020,CHN,1424929792.0,858.233,0.602,10914.012,192.97,1.8,11743.429,272.396,2.375,8.241,0.283,7.659,0.263,7679.546,5.389,9984.131,7.007,14787.846,237886.219,298041.281,179171.266,148.838,6376.738,64833.266,32673.529,29133.936,5.17,0.004,676.473,0.475,9.083,8.629,829.416,0.582,1186.57,0.833,537.23,0.377,1523.052,1.069,41513.812,52.554,31.176,29.879,53.983,34.116,14.002,11.981,22.709,0.801,2.591,8.172,5.514,1.297,8.954,19.31,13.973,12.1,0.06,0.123,0.192,0.009,12295.62,12942.87,-929.881,-8.52
Germany,1990,DEU,79370192.0,15.297,0.193,1054.741,45.948,4.555,1014.775,30.797,3.13,12.785,0.242,13.289,0.252,569.117,7.17,1194.926,15.055,779.13,66794.344,66887.266,53575.48,6.981,2061.98,332.439,10359.835,52823.883,3.841,0.048,122.282,1.541,14.234,13.821,-39.965,-0.504,99.83,1.258,67.17,0.846,333.267,4.199,4192.642,3.099,4.636,3.635,6.54,6.362,8.268,4.649,12.247,0.085,2.606,0.052,3.851,1.484,3.192,-0.773,3.605,3.936,0.007,0.029,0.038,0.002,1096.99,1129.74,140.185,13.291
Germany,1991,DEU,79801984.0,13.741,0.172,1016.87,-37.87,-3.59,976.293,-38.482,-3.792,12.234,0.239,12.742,0.249,504.043,6.316,1144.322,14.34,792.872,67811.211,67863.562,54079.52,10.6,2192.126,291.862,10715.087,51259.91,3.619,0.045,130.146,1.631,13.814,13.404,-40.577,-0.508,96.97,1.215,66.09,0.828,355.252,4.452,4090.643,2.708,4.378,3.465,5.851,6.217,8.159,4.626,12.123,0.125,2.64,0.046,3.845,1.321,3.329,-0.82,3.659,3.908,0.007,0.03,0.038,0.002,1069.65,1102.4,127.451,12.534
Germany,1992,DEU,80205024.0,14.444,0.18,969.474,-47.396,-4.661,950.103,-26.19,-2.683,11.846,0.237,12.087,0.242,454.311,5.664,1207.438,15.054,807.316,68780.688,68813.672,54533.832,14.14,2321.495,272.491,11073.008,49988.609,3.54,0.044,129.37,1.613,13.179,12.771,-19.371,-0.242,91.52,1.141,66.11,0.824,357.921,4.463,4009.338,2.733,4.296,3.419,5.402,6.078,8.057,4.604,11.999,0.163,2.668,0.042,3.846,1.463,3.267,-0.371,3.886,3.88,0.007,0.03,0.039,0.002,1024.26,1057.02,237.963,24.546
Germany,1993,DEU,80573496.0,14.531,0.18,959.367,-10.107,-1.043,944.012,-6.092,-0.641,11.716,0.237,11.907,0.24,430.776,5.346,1160.422,14.402,821.847,69740.055,69757.672,54964.609,17.458,2457.783,257.136,11437.582,49538.949,3.318,0.041,136.288,1.691,13.013,12.607,-15.356,-0.191,89.98,1.117,63.05,0.783,364.574,4.525,3991.526,2.636,4.208,3.38,5.061,5.941,7.957,4.581,11.871,0.196,2.699,0.04,3.849,1.417,3.351,-0.299,3.955,3.852,0.007,0.03,0.039,0.002,1015.75,1048.5,201.055,20.957
Germany,1994,DEU,80882120.0,15.341,0.19,943.185,-16.182,-1.687,927.707,-16.304,-1.727,11.47,0.235,11.661,0.239,418.185,5.17,1134.98,14.033,837.188,70683.234,70685.383,55382.793,20.678,2599.933,241.658,11791.351,48888.086,3.22,0.04,142.15,1.757,12.845,12.44,-15.478,-0.191,88.51,1.094,66.51,0.822,353.769,4.374,3954.172,2.607,4.095,3.22,4.886,5.805,7.858,4.556,11.745,0.224,2.732,0.037,3.849,1.023,3.465,-0.268,3.823,3.822,0.007,0.031,0.039,0.002,1006.17,1038.94,191.796,20.335
Germany,1995,DEU,81123264.0,15.562,0.192,939.897,-3.288,-0.349,921.047,-6.66,-0.718,11.354,0.232,11.586,0.236,406.046,5.005,1140.018,14.053,852.75,71623.133,71606.43,55788.84,23.738,2752.904,222.808,12143.014,48996.98,3.06,0.038,152.97,1.886,12.753,12.349,-18.85,-0.232,87.49,1.078,64.6,0.796,351.664,4.335,3974.795,2.501,3.995,3.158,4.612,5.668,7.76,4.53,11.614,0.248,2.77,0.034,3.846,0.937,3.633,-0.334,3.766,3.793,0.007,0.031,0.04,0.002,1001.83,1034.57,200.121,21.292
Germany,1996,DEU,81300864.0,14.811,0.182,959.653,19.756,2.102,940.433,19.386,2.105,11.567,0.229,11.804,0.234,400.612,4.928,1123.903,13.824,867.561,72582.789,72546.859,56189.453,26.952,2922.86,203.587,12504.033,50501.871,3.213,0.04,169.956,2.09,13.095,12.692,-19.221,-0.236,86.23,1.061,65.81,0.809,361.019,4.441,4105.846,2.332,3.957,3.109,4.439,5.533,7.662,4.503,11.482,0.272,2.816,0.03,3.843,0.917,3.866,-0.32,3.752,3.764,0.007,0.032,0.04,0.002,1031.85,1064.64,164.249,17.115
Germany,1997,DEU,81436096.0,15.275,0.188,931.487,-28.166,-2.935,916.53,-23.902,-2.542,11.255,0.226,11.438,0.23,386.864,4.751,1078.258,13.241,882.836,73514.273,73463.391,56576.316,30.191,3085.738,188.631,12857.081,49771.383,3.239,0.04,162.878,2.0,12.617,12.215,-14.956,-0.184,83.26,1.022,63.29,0.777,353.047,4.335,4053.187,2.311,3.818,2.875,4.309,5.403,7.566,4.472,11.352,0.294,2.852,0.028,3.837,0.918,3.69,-0.2,3.615,3.731,0.006,0.032,0.04,0.002,994.71,1027.51,146.771,15.757
Germany,1998,DEU,81524384.0,15.545,0.191,923.467,-8.02,-0.861,903.923,-12.607,-1.376,11.088,0.225,11.327,0.23,377.48,4.63,1080.495,13.254,898.38,74437.742,74367.32,56953.793,33.359,3251.115,169.087,13208.962,49305.879,3.168,0.039,165.378,2.029,12.323,11.921,-19.544,-0.24,79.77,0.978,50.77,0.623,351.882,4.316,4019.631,2.361,3.795,2.964,4.321,5.285,7.474,4.444,11.231,0.314,2.885,0.025,3.829,0.941,3.687,-0.317,3.557,3.701,0.006,0.033,0.041,0.002,971.83,1004.64,157.028,17.004
Germany,1999,DEU,81556968.0,15.771,0.193,895.402,-28.065,-3.039,874.4,-29.523,-3.266,10.721,0.221,10.979,0.226,360.052,4.415,1089.646,13.361,914.152,75333.141,75241.719,57313.844,36.473,3416.743,148.085,13549.769,48598.668,3.113,0.038,165.627,2.031,11.852,11.449,-21.002,-0.258,77.55,0.951,47.12,0.578,340.806,4.179,3963.56,2.284,3.606,2.836,4.063,5.168,7.38,4.415,11.108,0.333,2.913,0.022,3.815,0.943,3.604,-0.35,3.362,3.669,0.006,0.033,0.041,0.002,933.74,966.63,194.244,21.694
Germany,2000,DEU,81551680.0,15.253,0.187,898.938,3.536,0.395,878.691,4.291,0.491,10.775,0.22,11.023,0.225,373.46,4.579,1083.652,13.288,929.404,76232.078,76120.406,57687.305,39.465,3583.163,127.839,13880.505,48903.699,2.992,0.037,166.421,2.041,11.761,11.357,-20.247,-0.248,74.99,0.92,45.45,0.557,330.737,4.056,3988.179,2.114,3.525,2.846,4.056,5.048,7.286,4.387,10.984,0.35,2.937,0.018,3.799,0.862,3.518,-0.377,3.218,3.635,0.006,0.033,0.041,0.002,926.16,959.12,184.714,20.548
Germany,2001,DEU,81514568.0,13.504,0.166,915.242,16.304,1.814,894.052,15.361,1.748,10.968,0.22,11.228,0.225,376.52,4.619,1080.182,13.251,942.908,77147.328,77014.461,58063.828,42.435,3756.963,106.649,14219.361,49841.387,2.97,0.036,173.8,2.132,11.997,11.997,-21.19,-0.26,73.32,0.899,47.11,0.578,338.856,4.157,4062.799,1.791,3.565,2.911,4.066,4.92,7.197,4.362,10.865,0.365,2.964,0.015,3.784,0.884,3.654,-0.421,3.272,3.602,0.006,0.034,0.042,0.002,977.91,977.89,164.94,18.022
Germany,2002,DEU,81443424.0,12.823,0.157,898.835,-16.408,-1.793,882.237,-11.816,-1.322,10.833,0.22,11.036,0.224,375.786,4.614,1027.003,12.61,955.731,78046.156,77896.695,58439.613,45.401,3930.573,90.051,14543.773,49257.789,2.966,0.036,173.61,2.132,11.809,11.808,-16.598,-0.204,71.09,0.873,46.91,0.576,324.412,3.983,4011.723,1.64,3.424,2.789,3.88,4.791,7.106,4.334,10.74,0.38,2.985,0.013,3.767,0.913,3.54,-0.308,3.138,3.568,0.006,0.034,0.042,0.002,961.7,961.78,128.169,14.259
Germany,2003,DEU,81346808.0,13.507,0.166,899.858,1.024,0.114,886.139,3.902,0.442,10.893,0.221,11.062,0.224,379.524,4.666,1067.265,13.12,969.238,78946.016,78782.836,58819.137,48.404,4105.432,76.332,14863.486,49300.902,3.003,0.037,174.859,2.15,11.838,11.835,-13.72,-0.169,68.93,0.847,46.67,0.574,319.712,3.93,4010.471,1.571,3.255,2.647,3.607,4.658,7.012,4.303,10.605,0.394,3.002,0.011,3.746,0.871,3.44,-0.235,3.011,3.532,0.006,0.034,0.042,0.002,962.78,963.01,167.407,18.604
Germany,2004,DEU,81266672.0,14.068,0.173,885.633,-14.226,-1.581,871.898,-14.241,-1.607,10.729,0.217,10.898,0.221,375.978,4.626,1050.724,12.929,983.307,79831.648,79654.734,59195.113,51.332,4278.776,62.597,15173.667,49342.406,2.928,0.036,173.344,2.133,11.647,11.642,-13.734,-0.169,66.26,0.815,47.99,0.591,310.181,3.817,4009.893,1.566,3.094,2.563,3.457,4.53,6.915,4.271,10.467,0.406,3.013,0.009,3.721,0.855,3.295,-0.255,2.817,3.495,0.006,0.035,0.042,0.002,946.12,946.51,165.091,18.641
Germany,2005,DEU,81212168.0,13.05,0.161,865.471,-20.162,-2.277,849.308,-22.59,-2.591,10.458,0.214,10.657,0.218,363.226,4.473,1049.215,12.919,996.356,80697.125,80504.047,59558.34,54.286,4452.193,46.435,15477.679,48793.566,2.954,0.036,173.416,2.135,11.384,11.38,-16.163,-0.199,64.63,0.796,46.24,0.569,304.012,3.743,3962.631,1.354,2.925,2.463,3.144,4.395,6.815,4.238,10.321,0.418,3.021,0.006,3.695,0.849,3.226,-0.33,2.737,3.457,0.006,0.035,0.043,0.002,924.16,924.53,183.744,21.231
Germany,2006,DEU,81177816.0,13.34,0.164,877.498,12.027,1.39,863.19,13.882,1.635,10.633,0.212,10.81,0.216,369.583,4.553,1042.732,12.845,1009.697,81574.617,81367.234,59927.926,57.355,4630.576,32.127,15781.817,50043.031,3.069,0.038,178.383,2.197,11.497,11.493,-14.307,-0.176,62.77,0.773,44.81,0.552,304.138,3.747,4062.384,1.269,2.867,2.408,3.03,4.257,6.715,4.205,10.17,0.43,3.028,0.004,3.67,0.883,3.218,-0.273,2.713,3.419,0.005,0.036,0.043,0.002,932.95,933.32,165.234,18.83
Germany,2007,DEU,81183832.0,14.449,0.178,850.23,-27.268,-3.107,837.065,-26.125,-3.027,10.311,0.215,10.473,0.218,379.374,4.673,1040.366,12.815,1024.146,82424.852,82204.297,60307.297,60.344,4805.003,18.963,16051.62,47958.129,2.989,0.037,174.428,2.149,11.146,11.142,-13.165,-0.162,61.21,0.754,48.47,0.597,269.802,3.323,3893.425,1.28,2.699,2.322,2.967,4.121,6.614,4.17,10.017,0.441,3.028,0.003,3.637,0.871,3.044,-0.289,2.398,3.38,0.005,0.036,0.043,0.002,904.52,904.89,190.136,22.363
Germany,2008,DEU,81217488.0,13.579,0.167,852.858,2.628,0.309,839.342,2.276,0.272,10.334,0.213,10.501,0.217,356.208,4.386,1038.432,12.786,1037.724,83277.711,83043.641,60663.504,63.288,4984.824,5.447,16342.849,48445.984,2.945,0.036,179.821,2.214,11.176,11.172,-13.516,-0.166,60.81,0.749,46.15,0.568,291.228,3.586,3934.661,1.188,2.662,2.282,2.698,3.992,6.515,4.136,9.86,0.452,3.029,0.001,3.612,0.88,3.051,-0.285,2.599,3.343,0.005,0.036,0.043,0.002,907.34,907.72,185.574,21.759
Germany,2009,DEU,81260624.0,12.559,0.155,788.286,-64.572,-7.571,771.523,-67.819,-8.08,9.494,0.209,9.701,0.214,317.893,3.912,972.58,11.969,1050.283,84065.992,83815.164,60981.398,65.864,5152.224,-11.316,16623.008,45436.277,2.575,0.032,167.4,2.06,10.476,10.471,-16.763,-0.206,58.9,0.725,46.35,0.57,280.159,3.448,3692.18,1.068,2.503,2.101,2.439,3.866,6.418,4.099,9.706,0.459,3.025,-0.002,3.587,0.779,2.912,-0.32,2.556,3.305,0.005,0.037,0.044,0.002,850.86,851.25,184.295,23.379
Germany,2010,DEU,81325088.0,12.431,0.153,831.13,42.844,5.435,818.476,46.953,6.086,10.064,0.213,10.22,0.216,343.352,4.222,1022.113,12.568,1062.715,84897.117,84633.641,61324.75,68.445,5336.215,-23.97,16903.453,47305.82,2.582,0.032,183.991,2.262,10.842,10.837,-12.653,-0.156,57.84,0.711,39.31,0.483,280.447,3.448,3847.15,0.991,2.495,2.127,2.463,3.739,6.321,4.063,9.549,0.466,3.023,-0.003,3.56,0.756,2.971,-0.244,2.475,3.268,0.005,0.037,0.044,0.002,881.31,881.69,190.983,22.979
Germany,2011,DEU,81423384.0,13.393,0.164,807.614,-23.516,-2.829,793.163,-25.313,-3.093,9.741,0.214,9.919,0.218,344.685,4.233,981.791,12.058,1076.108,85704.734,85426.797,61669.434,71.118,5504.613,-38.421,17173.305,45571.504,2.673,0.033,168.397,2.068,10.464,10.326,-14.451,-0.177,55.94,0.687,37.77,0.464,269.85,3.314,3710.586,0.993,2.345,2.0,2.34,3.614,6.222,4.024,9.387,0.473,3.01,-0.005,3.532,0.743,2.642,-0.277,2.378,3.23,0.005,0.037,0.044,0.002,840.75,852.01,174.177,21.567
Germany,2012,DEU,81545568.0,13.289,0.163,812.816,5.202,0.644,803.035,9.872,1.245,9.848,0.213,9.968,0.216,349.791,4.29,917.211,11.248,1089.397,86517.547,86229.836,62019.223,73.776,5672.663,-48.201,17444.01,46132.672,2.657,0.033,168.05,2.061,10.61,10.472,-9.781,-0.12,55.34,0.679,37.85,0.464,270.706,3.32,3761.915,0.96,2.327,1.994,2.348,3.497,6.125,3.986,9.231,0.479,2.996,-0.006,3.505,0.704,2.584,-0.183,2.354,3.193,0.005,0.038,0.044,0.002,853.95,865.21,104.395,12.844
Germany,2013,DEU,81680592.0,12.503,0.153,833.804,20.989,2.582,825.475,22.441,2.794,10.106,0.213,10.208,0.216,356.89,4.369,929.137,11.375,1101.9,87351.352,87055.312,62376.117,76.464,5843.199,-56.53,17726.562,47361.547,2.689,0.033,170.536,2.088,10.793,10.655,-8.329,-0.102,55.08,0.674,38.48,0.471,282.552,3.459,3868.519,0.867,2.367,2.059,2.381,3.38,6.034,3.951,9.081,0.484,2.983,-0.007,3.481,0.697,2.609,-0.171,2.439,3.158,0.005,0.038,0.045,0.002,870.32,881.58,95.332,11.433
Germany,2014,DEU,81858824.0,12.905,0.158,794.738,-39.066,-4.685,788.546,-36.929,-4.474,9.633,0.213,9.709,0.214,344.857,4.213,906.148,11.07,1114.804,88146.094,87843.859,62720.969,78.943,5995.478,-62.723,17999.896,45327.562,2.478,0.03,152.279,1.86,10.271,10.133,-6.192,-0.076,53.39,0.652,39.37,0.481,273.335,3.339,3710.461,0.861,2.241,1.938,2.298,3.269,5.943,3.915,8.936,0.488,2.96,-0.008,3.456,0.64,2.291,-0.119,2.352,3.123,0.004,0.038,0.045,0.002,829.47,840.76,111.41,14.018
Germany,2015,DEU,82073232.0,12.626,0.154,798.085,3.346,0.421,790.941,2.395,0.304,9.637,0.209,9.724,0.211,341.028,4.155,893.464,10.886,1127.43,88944.18,88634.805,63062.0,81.316,6152.943,-69.866,18275.73,46066.887,2.374,0.029,157.466,1.919,10.301,10.163,-7.144,-0.087,52.53,0.64,38.5,0.469,275.835,3.361,3780.858,0.874,2.25,1.925,2.326,3.172,5.857,3.879,8.801,0.491,2.939,-0.009,3.43,0.618,2.321,-0.127,2.321,3.089,0.004,0.039,0.045,0.002,834.14,845.44,95.379,11.951
Germany,2016,DEU,82331432.0,12.663,0.154,801.745,3.66,0.459,796.912,5.971,0.755,9.679,0.207,9.738,0.209,329.449,4.001,909.227,11.043,1140.093,89745.922,89431.711,63391.449,83.657,6322.42,-74.699,18554.85,46675.777,2.34,0.028,169.476,2.058,10.305,10.166,-4.832,-0.059,51.6,0.627,37.8,0.459,279.118,3.39,3842.884,0.854,2.261,1.989,2.3,3.079,5.775,3.846,8.674,0.494,2.923,-0.01,3.406,0.625,2.432,-0.105,2.325,3.058,0.004,0.039,0.045,0.002,836.97,848.45,107.482,13.406
Germany,2017,DEU,82624368.0,13.408,0.162,785.986,-15.759,-1.966,781.653,-15.259,-1.915,9.46,0.201,9.513,0.202,310.775,3.761,898.094,10.87,1153.501,90531.906,90213.367,63702.227,85.917,6493.848,-79.032,18834.289,47112.898,2.26,0.027,171.428,2.075,10.06,9.92,-4.333,-0.052,51.15,0.619,36.71,0.444,279.439,3.382,3892.673,0.891,2.182,1.926,2.145,2.994,5.694,3.813,8.547,0.496,2.906,-0.01,3.382,0.583,2.407,-0.095,2.287,3.027,0.004,0.039,0.046,0.002,819.67,831.16,112.108,14.263
Germany,2018,DEU,82896696.0,13.228,0.16,754.811,-31.175,-3.966,745.749,-35.904,-4.593,8.996,0.197,9.105,0.199,295.686,3.567,883.259,10.655,1166.729,91286.719,90959.109,63997.91,87.915,6663.421,-88.094,19099.785,45781.406,1.998,0.024,169.574,2.046,9.681,9.542,-9.062,-0.109,49.6,0.598,34.84,0.42,265.495,3.203,3795.127,0.845,2.053,1.817,2.008,2.91,5.611,3.779,8.42,0.496,2.886,-0.011,3.355,0.491,2.262,-0.211,2.164,2.995,0.004,0.04,0.046,0.002,791.0,802.49,128.447,17.017
Germany,2019,DEU,83148144.0,13.287,0.16,707.491,-47.32,-6.269,698.699,-47.05,-6.309,8.403,0.189,8.509,0.191,240.115,2.888,841.38,10.119,1180.015,91994.211,91657.812,64238.027,89.934,6835.945,-96.886,19370.816,44467.746,2.019,0.024,172.524,2.075,9.04,8.901,-8.792,-0.106,48.45,0.583,35.03,0.421,271.031,3.26,3697.411,0.822,1.91,1.678,1.635,2.829,5.529,3.744,8.292,0.495,2.866,-0.012,3.331,0.464,2.264,-0.191,2.19,2.962,0.004,0.04,0.046,0.002,740.08,751.65,133.889,18.924
Germany,2020,DEU,83328992.0,13.357,0.16,647.252,-60.239,-8.514,638.599,-60.1,-8.602,7.664,0.185,7.767,0.188,198.559,2.383,773.277,9.28,1193.373,92641.461,92296.414,64436.586,91.741,7007.003,-105.539,19625.246,41377.68,1.806,0.022,171.058,2.053,8.313,8.175,-8.653,-0.104,46.92,0.563,33.82,0.406,254.431,3.053,3447.96,0.818,1.849,1.625,1.396,2.753,5.453,3.71,8.167,0.494,2.847,-0.013,3.312,0.453,2.264,-0.201,2.334,2.93,0.004,0.04,0.046,0.002,681.18,692.75,126.025,19.471
India,1990,IND,870452160.0,22.348,0.026,577.996,37.345,6.907,751.895,40.486,5.691,0.864,0.327,0.664,0.251,366.514,0.421,575.434,0.661,320.033,11005.426,47082.707,8012.681,87.232,127.148,38771.742,2458.331,2643.11,9.871,0.011,21.097,0.024,1.422,1.172,173.899,0.2,530.35,0.609,146.94,0.169,158.167,0.182,2300.701,4.527,2.54,2.693,4.212,2.613,1.362,3.272,1.832,1.067,0.161,6.101,0.914,3.814,0.551,3.366,1.711,4.133,0.021,0.015,0.04,0.003,1020.11,1237.96,-2.562,-0.443
India,1991,IND,888941760.0,24.503,0.028,615.365,37.369,6.465,750.938,-0.957,-0.127,0.845,0.309,0.692,0.253,393.043,0.442,596.786,0.671,344.536,11620.79,47833.648,8405.724,95.066,150.711,38907.309,2624.753,2730.958,7.834,0.009,23.563,0.027,1.454,1.209,135.573,0.153,536.65,0.604,151.09,0.17,166.423,0.187,2427.663,4.828,2.649,2.665,4.563,2.701,1.398,3.261,1.884,1.125,0.181,6.075,0.942,2.859,0.603,2.741,1.714,4.143,0.022,0.015,0.04,0.003,1074.57,1292.41,-18.579,-3.019
India,1992,IND,907574080.0,25.156,0.028,655.447,40.082,6.514,822.253,71.315,9.497,0.906,0.322,0.722,0.257,411.414,0.453,646.561,0.712,369.693,12276.237,48655.902,8817.138,98.631,177.967,39074.121,2812.808,2812.742,3.565,0.004,27.256,0.03,1.451,1.211,166.806,0.184,538.0,0.593,155.24,0.171,188.055,0.207,2552.772,4.759,2.904,2.959,4.892,2.783,1.438,3.255,1.94,1.135,0.205,6.051,0.977,1.473,0.688,3.194,2.042,4.158,0.022,0.015,0.041,0.004,1099.48,1317.32,-8.886,-1.356
India,1993,IND,926351296.0,26.602,0.029,677.299,21.852,3.334,807.224,-15.029,-1.828,0.871,0.309,0.731,0.259,433.121,0.468,651.937,0.704,396.295,12953.536,49463.125,9250.259,102.332,204.964,39204.039,2999.687,2824.25,3.701,0.004,26.996,0.029,1.458,1.223,129.925,0.14,542.21,0.585,158.79,0.171,186.879,0.202,2616.248,4.826,2.971,2.89,5.089,2.865,1.478,3.248,1.998,1.146,0.225,6.024,1.01,1.581,0.664,2.533,2.027,4.173,0.023,0.016,0.042,0.004,1132.63,1350.48,-25.362,-3.745
India,1994,IND,945261952.0,28.54,0.03,714.064,36.764,5.428,832.41,25.186,3.12,0.881,0.302,0.755,0.259,455.72,0.482,683.396,0.723,424.835,13667.601,50295.535,9705.979,104.183,233.961,39322.391,3198.642,2916.78,1.852,0.002,28.997,0.031,1.477,1.246,118.346,0.125,546.88,0.579,164.49,0.174,198.955,0.21,2757.121,4.85,3.1,2.889,5.324,2.946,1.519,3.242,2.058,1.127,0.246,5.989,1.044,0.588,0.707,2.049,2.15,4.187,0.023,0.016,0.043,0.004,1177.9,1395.75,-30.667,-4.295
India,1995,IND,964279104.0,31.104,0.032,760.462,46.398,6.498,844.724,12.314,1.479,0.876,0.285,0.789,0.257,471.723,0.489,719.189,0.746,455.939,14428.062,51140.258,10177.702,106.487,273.011,39406.648,3414.923,3072.884,2.303,0.002,39.051,0.04,1.516,1.29,84.262,0.087,557.5,0.578,168.0,0.174,216.281,0.224,2963.118,4.998,3.233,2.896,5.359,3.031,1.563,3.235,2.119,1.113,0.275,5.95,1.082,0.705,0.928,1.494,2.316,4.201,0.024,0.017,0.044,0.004,1244.34,1462.17,-41.273,-5.427
India,1996,IND,983281216.0,34.079,0.035,823.621,63.159,8.305,986.403,141.679,16.772,1.003,0.32,0.838,0.267,504.498,0.513,768.326,0.781,490.018,15251.683,52126.664,10682.2,108.623,312.758,39569.434,3658.083,3134.029,2.136,0.002,39.747,0.04,1.54,1.315,162.783,0.166,566.34,0.576,171.15,0.174,243.16,0.247,3081.631,5.366,3.396,3.261,5.59,3.125,1.61,3.236,2.183,1.095,0.301,5.921,1.124,0.609,0.904,2.714,2.527,4.218,0.024,0.017,0.045,0.004,1293.39,1514.07,-55.295,-6.714
India,1997,IND,1002335232.0,37.418,0.037,858.011,34.391,4.176,959.593,-26.81,-2.718,0.957,0.295,0.856,0.264,527.722,0.526,804.069,0.802,527.436,16109.694,53086.254,11209.922,111.268,358.782,39671.016,3902.286,3244.433,2.645,0.003,46.024,0.046,1.571,1.35,101.582,0.101,575.36,0.574,176.29,0.176,244.202,0.244,3252.01,5.662,3.517,3.01,5.878,3.228,1.658,3.231,2.249,1.083,0.332,5.871,1.164,0.75,1.043,1.358,2.5,4.232,0.024,0.017,0.046,0.004,1353.6,1574.52,-53.942,-6.287
India,1998,IND,1021434560.0,39.026,0.038,875.772,17.761,2.07,970.564,10.97,1.143,0.95,0.281,0.857,0.254,524.125,0.513,819.701,0.802,566.463,16985.465,54056.816,11734.048,113.401,406.377,39765.809,4165.178,3377.11,2.133,0.002,47.595,0.047,1.571,1.354,94.791,0.093,583.3,0.571,180.21,0.176,262.892,0.257,3449.497,5.928,3.599,3.183,6.0,3.332,1.705,3.231,2.314,1.069,0.361,5.832,1.207,0.634,1.061,1.538,2.657,4.249,0.025,0.018,0.047,0.004,1383.29,1604.19,-56.072,-6.403
India,1999,IND,1040500032.0,44.592,0.043,950.46,74.687,8.528,1035.574,65.01,6.698,0.995,0.292,0.913,0.268,560.528,0.539,906.62,0.871,611.055,17935.926,55092.391,12294.575,115.449,448.693,39850.922,4466.153,3411.33,2.048,0.002,42.316,0.041,1.615,1.404,85.114,0.082,591.91,0.569,183.68,0.177,300.976,0.289,3549.489,6.458,3.827,3.358,6.325,3.454,1.757,3.233,2.383,1.056,0.383,5.793,1.258,0.62,0.921,1.418,2.97,4.269,0.025,0.018,0.048,0.004,1461.25,1680.58,-43.84,-4.612
India,2000,IND,1059633664.0,45.957,0.043,977.526,27.067,2.848,1168.695,133.121,12.855,1.103,0.313,0.923,0.262,572.876,0.541,908.172,0.857,657.012,18913.451,56261.086,12867.451,117.423,492.565,40042.09,4779.001,3518.682,1.973,0.002,43.873,0.041,1.623,1.415,191.169,0.18,595.95,0.562,180.03,0.17,312.847,0.295,3728.514,6.37,3.833,3.785,6.222,3.569,1.808,3.243,2.45,1.041,0.404,5.776,1.308,0.568,0.927,3.556,3.044,4.288,0.026,0.019,0.049,0.004,1499.0,1719.66,-69.355,-7.095
India,2001,IND,1078970880.0,46.74,0.043,990.97,13.443,1.375,1132.352,-36.343,-3.11,1.049,0.302,0.918,0.265,582.083,0.539,914.32,0.847,703.752,19904.422,57393.438,13449.533,119.28,536.134,40183.473,5095.723,3469.836,1.857,0.002,43.569,0.04,1.615,1.619,141.383,0.131,597.95,0.554,184.41,0.171,316.721,0.294,3743.853,6.199,3.86,3.687,6.286,3.672,1.857,3.25,2.517,1.026,0.423,5.754,1.356,0.553,0.916,2.807,3.058,4.304,0.026,0.019,0.05,0.004,1747.32,1742.35,-76.65,-7.735
